ID,Language_ID,Parameter_ID,Value,Code_ID,Comment
repl_five-lauj1238,lauj1238,repl_five,no,repl_five-no,
colex-tomi1243,tomi1243,colex,partial colexification,colex-partialcolexification,
repl_hand-tomi1243,tomi1243,repl_hand,no,repl_hand-no,
repl_five-tomi1243,tomi1243,repl_five,no,repl_five-no,
colex-bala1314,bala1314,colex,unknown,colex-unknown,
repl_hand-bala1314,bala1314,repl_hand,unknown,repl_hand-unknown,
repl_five-bala1314,bala1314,repl_five,no,repl_five-no,
colex-damp1237,damp1237,colex,unknown,colex-unknown,
repl_hand-damp1237,damp1237,repl_hand,unknown,repl_hand-unknown,
repl_five-damp1237,damp1237,repl_five,no,repl_five-no,
colex-pend1242,pend1242,colex,unknown,colex-unknown,
repl_hand-pend1242,pend1242,repl_hand,unknown,repl_hand-unknown,
repl_five-pend1242,pend1242,repl_five,no,repl_five-no,
colex-taje1237,taje1237,colex,unknown,colex-unknown,
repl_hand-taje1237,taje1237,repl_hand,unknown,repl_hand-unknown,
repl_five-taje1237,taje1237,repl_five,no,repl_five-no,
colex-taji1246,taji1246,colex,unknown,colex-unknown,
repl_hand-taji1246,taji1246,repl_hand,unknown,repl_hand-unknown,
repl_five-taji1246,taji1246,repl_five,no,repl_five-no,
colex-andi1257,andi1257,colex,partial colexification,colex-partialcolexification,
repl_hand-andi1257,andi1257,repl_hand,no,repl_hand-no,
repl_five-andi1257,andi1257,repl_five,no,repl_five-no,
colex-batu1260,batu1260,colex,unknown,colex-unknown,
repl_hand-batu1260,batu1260,repl_hand,unknown,repl_hand-unknown,
repl_five-batu1260,batu1260,repl_five,no,repl_five-no,
colex-salu1253,salu1253,colex,unknown,colex-unknown,
repl_hand-salu1253,salu1253,repl_hand,unknown,repl_hand-unknown,
repl_five-salu1253,salu1253,repl_five,no,repl_five-no,
colex-bobo1255,bobo1255,colex,unknown,colex-unknown,
repl_hand-bobo1255,bobo1255,repl_hand,unknown,repl_hand-unknown,
repl_five-bobo1255,bobo1255,repl_five,no,repl_five-no,
colex-bala1315,bala1315,colex,unknown,colex-unknown,
repl_hand-bala1315,bala1315,repl_hand,unknown,repl_hand-unknown,
repl_five-bala1315,bala1315,repl_five,no,repl_five-no,
colex-bang1368,bang1368,colex,full colexification,colex-fullcolexification,
repl_hand-bang1368,bang1368,repl_hand,no,repl_hand-no,
repl_five-bang1368,bang1368,repl_five,no,repl_five-no,
colex-kada1286,kada1286,colex,unknown,colex-unknown,
repl_hand-kada1286,kada1286,repl_hand,unknown,repl_hand-unknown,
repl_five-kada1286,kada1286,repl_five,no,repl_five-no,
colex-tali1262,tali1262,colex,full colexification,colex-fullcolexification,
repl_hand-tali1262,tali1262,repl_hand,no,repl_hand-no,
repl_five-tali1262,tali1262,repl_five,no,repl_five-no,
colex-baho1237,baho1237,colex,lexically distinct,colex-lexicallydistinct,
dist-baho1237,baho1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-baho1237,baho1237,repl_hand,yes,repl_hand-yes,
repl_five-baho1237,baho1237,repl_five,no,repl_five-no,
hand_replacement-baho1237,baho1237,hand_replacement,PAN *kamay ‘hand’ ?,hand_replacement-handwordotherthanqalima,
colex-bung1269,bung1269,colex,full colexification,colex-fullcolexification,
repl_hand-bung1269,bung1269,repl_hand,no,repl_hand-no,
repl_five-bung1269,bung1269,repl_five,no,repl_five-no,
colex-koro1311,koro1311,colex,partial colexification,colex-partialcolexification,
repl_hand-koro1311,koro1311,repl_hand,no,repl_hand-no,
repl_five-koro1311,koro1311,repl_five,no,repl_five-no,
colex-kuli1254,kuli1254,colex,partial colexification,colex-partialcolexification,
repl_hand-kuli1254,kuli1254,repl_hand,no,repl_hand-no,
repl_five-kuli1254,kuli1254,repl_five,no,repl_five-no,
colex-mori1268,mori1268,colex,lexically distinct,colex-lexicallydistinct,
dist-mori1268,mori1268,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-mori1268,mori1268,repl_hand,yes,repl_hand-yes,
repl_five-mori1268,mori1268,repl_five,no,repl_five-no,
hand_replacement-mori1268,mori1268,hand_replacement,PAN *kamay ‘hand’ ?,hand_replacement-handwordotherthanqalima,
colex-talo1252,talo1252,colex,partial colexification,colex-partialcolexification,
repl_hand-talo1252,talo1252,repl_hand,no,repl_hand-no,
repl_five-talo1252,talo1252,repl_five,no,repl_five-no,
colex-wawo1239,wawo1239,colex,partial colexification,colex-partialcolexification,
repl_hand-wawo1239,wawo1239,repl_hand,no,repl_hand-no,
repl_five-wawo1239,wawo1239,repl_five,no,repl_five-no,
colex-moro1287,moro1287,colex,full colexification,colex-fullcolexification,
repl_hand-moro1287,moro1287,repl_hand,no,repl_hand-no,
repl_five-moro1287,moro1287,repl_five,no,repl_five-no,
colex-mori1269,mori1269,colex,lexically distinct,colex-lexicallydistinct,
dist-mori1269,mori1269,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-mori1269,mori1269,repl_hand,yes,repl_hand-yes,
repl_five-mori1269,mori1269,repl_five,no,repl_five-no,
hand_replacement-mori1269,mori1269,hand_replacement,PAN *kamay ‘hand’ ?,hand_replacement-handwordotherthanqalima,
colex-pado1242,pado1242,colex,lexically distinct,colex-lexicallydistinct,
dist-pado1242,pado1242,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-pado1242,pado1242,repl_hand,yes,repl_hand-yes,
repl_five-pado1242,pado1242,repl_five,no,repl_five-no,
hand_replacement-pado1242,pado1242,hand_replacement,PAN *kamay ‘hand’ ?,hand_replacement-handwordotherthanqalima,
colex-toma1248,toma1248,colex,lexically distinct,colex-lexicallydistinct,
dist-toma1248,toma1248,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-toma1248,toma1248,repl_hand,yes,repl_hand-yes,
repl_five-toma1248,toma1248,repl_five,no,repl_five-no,
hand_replacement-toma1248,toma1248,hand_replacement,PAN *kamay ‘hand’ ?,hand_replacement-handwordotherthanqalima,
colex-kode1237,kode1237,colex,unknown,colex-unknown,
repl_hand-kode1237,kode1237,repl_hand,unknown,repl_hand-unknown,
repl_five-kode1237,kode1237,repl_five,no,repl_five-no,
colex-raha1237,raha1237,colex,lexically distinct,colex-lexicallydistinct,
dist-raha1237,raha1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-raha1237,raha1237,repl_hand,yes,repl_hand-yes,
repl_five-raha1237,raha1237,repl_five,no,repl_five-no,
hand_replacement-raha1237,raha1237,hand_replacement,PAN *kamay ‘hand’ ?,hand_replacement-handwordotherthanqalima,
colex-tola1247,tola1247,colex,lexically distinct,colex-lexicallydistinct,
dist-tola1247,tola1247,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-tola1247,tola1247,repl_hand,yes,repl_hand-yes,
repl_five-tola1247,tola1247,repl_five,no,repl_five-no,
hand_replacement-tola1247,tola1247,hand_replacement,PAN *kamay ‘hand’ ?,hand_replacement-handwordotherthanqalima,
colex-waru1266,waru1266,colex,lexically distinct,colex-lexicallydistinct,
dist-waru1266,waru1266,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-waru1266,waru1266,repl_hand,yes,repl_hand-yes,
repl_five-waru1266,waru1266,repl_five,no,repl_five-no,
hand_replacement-waru1266,waru1266,hand_replacement,PAN *kamay ‘hand’ ?,hand_replacement-handwordotherthanqalima,
colex-ciac1237,ciac1237,colex,full colexification,colex-fullcolexification,
repl_hand-ciac1237,ciac1237,repl_hand,no,repl_hand-no,
repl_five-ciac1237,ciac1237,repl_five,no,repl_five-no,
colex-kumb1274,kumb1274,colex,full colexification,colex-fullcolexification,
repl_hand-kumb1274,kumb1274,repl_hand,no,repl_hand-no,
repl_five-kumb1274,kumb1274,repl_five,no,repl_five-no,
colex-lasa1237,lasa1237,colex,partial colexification,colex-partialcolexification,
repl_hand-lasa1237,lasa1237,repl_hand,no,repl_hand-no,
repl_five-lasa1237,lasa1237,repl_five,no,repl_five-no,
colex-buso1238,buso1238,colex,full colexification,colex-fullcolexification,
repl_hand-buso1238,buso1238,repl_hand,no,repl_hand-no,
repl_five-buso1238,buso1238,repl_five,no,repl_five-no,
colex-kaim1241,kaim1241,colex,lexically distinct,colex-lexicallydistinct,
dist-kaim1241,kaim1241,dist,phonological change,dist-phonologicalchange,
repl_hand-kaim1241,kaim1241,repl_hand,no,repl_hand-no,
repl_five-kaim1241,kaim1241,repl_five,no,repl_five-no,
colex-kiok1239,kiok1239,colex,lexically distinct,colex-lexicallydistinct,
dist-kiok1239,kiok1239,dist,phonological change,dist-phonologicalchange,
repl_hand-kiok1239,kiok1239,repl_hand,no,repl_hand-no,
repl_five-kiok1239,kiok1239,repl_five,no,repl_five-no,
colex-liab1237,liab1237,colex,lexically distinct,colex-lexicallydistinct,
dist-liab1237,liab1237,dist,phonological change,dist-phonologicalchange,
repl_hand-liab1237,liab1237,repl_hand,no,repl_hand-no,
repl_five-liab1237,liab1237,repl_five,no,repl_five-no,
colex-muna1247,muna1247,colex,full colexification,colex-fullcolexification,
repl_hand-muna1247,muna1247,repl_hand,no,repl_hand-no,
repl_five-muna1247,muna1247,repl_five,no,repl_five-no,
colex-panc1247,panc1247,colex,full colexification,colex-fullcolexification,
repl_hand-panc1247,panc1247,repl_hand,no,repl_hand-no,
repl_five-panc1247,panc1247,repl_five,no,repl_five-no,
colex-tuka1248,tuka1248,colex,full colexification,colex-fullcolexification,
repl_hand-tuka1248,tuka1248,repl_hand,no,repl_hand-no,
repl_five-tuka1248,tuka1248,repl_five,no,repl_five-no,
colex-tuka1249,tuka1249,colex,full colexification,colex-fullcolexification,
repl_hand-tuka1249,tuka1249,repl_hand,no,repl_hand-no,
repl_five-tuka1249,tuka1249,repl_five,no,repl_five-no,
colex-bone1254,bone1254,colex,full colexification,colex-fullcolexification,
repl_hand-bone1254,bone1254,repl_hand,no,repl_hand-no,
repl_five-bone1254,bone1254,repl_five,no,repl_five-no,
colex-bara1371,bara1371,colex,unknown,colex-unknown,
repl_hand-bara1371,bara1371,repl_hand,unknown,repl_hand-unknown,
repl_five-bara1371,bara1371,repl_five,no,repl_five-no,
colex-daak1235,daak1235,colex,unknown,colex-unknown,
repl_hand-daak1235,daak1235,repl_hand,unknown,repl_hand-unknown,
repl_five-daak1235,daak1235,repl_five,no,repl_five-no,
colex-ledo1238,ledo1238,colex,unknown,colex-unknown,
repl_hand-ledo1238,ledo1238,repl_hand,unknown,repl_hand-unknown,
repl_five-ledo1238,ledo1238,repl_five,no,repl_five-no,
colex-unde1235,unde1235,colex,unknown,colex-unknown,
repl_hand-unde1235,unde1235,repl_hand,unknown,repl_hand-unknown,
repl_five-unde1235,unde1235,repl_five,unknown,repl_five-unknown,
colex-moma1242,moma1242,colex,unknown,colex-unknown,
repl_hand-moma1242,moma1242,repl_hand,unknown,repl_hand-unknown,
repl_five-moma1242,moma1242,repl_five,no,repl_five-no,
colex-lind1248,lind1248,colex,unknown,colex-unknown,
repl_hand-lind1248,lind1248,repl_hand,unknown,repl_hand-unknown,
repl_five-lind1248,lind1248,repl_five,no,repl_five-no,
colex-sedo1237,sedo1237,colex,unknown,colex-unknown,
repl_hand-sedo1237,sedo1237,repl_hand,unknown,repl_hand-unknown,
repl_five-sedo1237,sedo1237,repl_five,unknown,repl_five-unknown,
colex-pamo1252,pamo1252,colex,lexically distinct,colex-lexicallydistinct,
dist-pamo1252,pamo1252,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-pamo1252,pamo1252,repl_hand,yes,repl_hand-yes,
repl_five-pamo1252,pamo1252,repl_five,no,repl_five-no,
hand_replacement-pamo1252,pamo1252,hand_replacement,PAN *paNij ‘wing’ ?,hand_replacement-wing,
colex-tomb1245,tomb1245,colex,unknown,colex-unknown,
repl_hand-tomb1245,tomb1245,repl_hand,unknown,repl_hand-unknown,
repl_five-tomb1245,tomb1245,repl_five,unknown,repl_five-unknown,
colex-saru1242,saru1242,colex,unknown,colex-unknown,
repl_hand-saru1242,saru1242,repl_hand,unknown,repl_hand-unknown,
repl_five-saru1242,saru1242,repl_five,no,repl_five-no,
colex-umaa1242,umaa1242,colex,lexically distinct,colex-lexicallydistinct,
dist-umaa1242,umaa1242,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-umaa1242,umaa1242,repl_hand,yes,repl_hand-yes,
repl_five-umaa1242,umaa1242,repl_five,no,repl_five-no,
hand_replacement-umaa1242,umaa1242,hand_replacement,PAN *paNij ‘wing’ ?,hand_replacement-wing,
colex-topo1243,topo1243,colex,unknown,colex-unknown,
repl_hand-topo1243,topo1243,repl_hand,unknown,repl_hand-unknown,
repl_five-topo1243,topo1243,repl_five,no,repl_five-no,
colex-kama1364,kama1364,colex,full colexification,colex-fullcolexification,
repl_hand-kama1364,kama1364,repl_hand,no,repl_hand-no,
repl_five-kama1364,kama1364,repl_five,no,repl_five-no,
colex-woli1241,woli1241,colex,full colexification,colex-fullcolexification,
repl_hand-woli1241,woli1241,repl_hand,no,repl_hand-no,
repl_five-woli1241,woli1241,repl_five,no,repl_five-no,
colex-laiy1246,laiy1246,colex,full colexification,colex-fullcolexification,
repl_hand-laiy1246,laiy1246,repl_hand,no,repl_hand-no,
repl_five-laiy1246,laiy1246,repl_five,no,repl_five-no,
colex-kala1394,kala1394,colex,full colexification,colex-fullcolexification,
repl_hand-kala1394,kala1394,repl_hand,no,repl_hand-no,
repl_five-kala1394,kala1394,repl_five,no,repl_five-no,
colex-wotu1240,wotu1240,colex,full colexification,colex-fullcolexification,
repl_hand-wotu1240,wotu1240,repl_hand,no,repl_hand-no,
repl_five-wotu1240,wotu1240,repl_five,no,repl_five-no,
colex-bada1261,bada1261,colex,unknown,colex-unknown,
repl_hand-bada1261,bada1261,repl_hand,unknown,repl_hand-unknown,
repl_five-bada1261,bada1261,repl_five,no,repl_five-no,
colex-beso1237,beso1237,colex,unknown,colex-unknown,
repl_hand-beso1237,beso1237,repl_hand,unknown,repl_hand-unknown,
repl_five-beso1237,beso1237,repl_five,no,repl_five-no,
colex-napu1241,napu1241,colex,unknown,colex-unknown,
repl_hand-napu1241,napu1241,repl_hand,unknown,repl_hand-unknown,
repl_five-napu1241,napu1241,repl_five,no,repl_five-no,
colex-ramp1243,ramp1243,colex,unknown,colex-unknown,
repl_hand-ramp1243,ramp1243,repl_hand,unknown,repl_hand-unknown,
repl_five-ramp1243,ramp1243,repl_five,no,repl_five-no,
colex-budo1241,budo1241,colex,unknown,colex-unknown,
repl_hand-budo1241,budo1241,repl_hand,unknown,repl_hand-unknown,
repl_five-budo1241,budo1241,repl_five,no,repl_five-no,
colex-pana1303,pana1303,colex,unknown,colex-unknown,
repl_hand-pana1303,pana1303,repl_hand,unknown,repl_hand-unknown,
repl_five-pana1303,pana1303,repl_five,no,repl_five-no,
colex-seko1243,seko1243,colex,unknown,colex-unknown,
repl_hand-seko1243,seko1243,repl_hand,unknown,repl_hand-unknown,
repl_five-seko1243,seko1243,repl_five,no,repl_five-no,
colex-seko1242,seko1242,colex,unknown,colex-unknown,
repl_hand-seko1242,seko1242,repl_hand,unknown,repl_hand-unknown,
repl_five-seko1242,seko1242,repl_five,no,repl_five-no,
colex-lemo1243,lemo1243,colex,unknown,colex-unknown,
repl_hand-lemo1243,lemo1243,repl_hand,unknown,repl_hand-unknown,
repl_five-lemo1243,lemo1243,repl_five,no,repl_five-no,
colex-kalu1247,kalu1247,colex,unknown,colex-unknown,
repl_hand-kalu1247,kalu1247,repl_hand,unknown,repl_hand-unknown,
repl_five-kalu1247,kalu1247,repl_five,no,repl_five-no,
colex-mama1276,mama1276,colex,unknown,colex-unknown,
repl_hand-mama1276,mama1276,repl_hand,unknown,repl_hand-unknown,
repl_five-mama1276,mama1276,repl_five,no,repl_five-no,
colex-taee1237,taee1237,colex,unknown,colex-unknown,
repl_hand-taee1237,taee1237,repl_hand,unknown,repl_hand-unknown,
repl_five-taee1237,taee1237,repl_five,no,repl_five-no,
colex-talo1251,talo1251,colex,unknown,colex-unknown,
repl_hand-talo1251,talo1251,repl_hand,unknown,repl_hand-unknown,
repl_five-talo1251,talo1251,repl_five,unknown,repl_five-unknown,
colex-tora1261,tora1261,colex,full colexification,colex-fullcolexification,
repl_hand-tora1261,tora1261,repl_hand,no,repl_hand-no,
repl_five-tora1261,tora1261,repl_five,no,repl_five-no,
colex-mamu1255,mamu1255,colex,unknown,colex-unknown,
repl_hand-mamu1255,mamu1255,repl_hand,unknown,repl_hand-unknown,
repl_five-mamu1255,mamu1255,repl_five,no,repl_five-no,
colex-dakk1238,dakk1238,colex,unknown,colex-unknown,
repl_hand-dakk1238,dakk1238,repl_hand,unknown,repl_hand-unknown,
repl_five-dakk1238,dakk1238,repl_five,unknown,repl_five-unknown,
colex-aral1243,aral1243,colex,unknown,colex-unknown,
repl_hand-aral1243,aral1243,repl_hand,unknown,repl_hand-unknown,
repl_five-aral1243,aral1243,repl_five,no,repl_five-no,
colex-bamb1270,bamb1270,colex,unknown,colex-unknown,
repl_hand-bamb1270,bamb1270,repl_hand,unknown,repl_hand-unknown,
repl_five-bamb1270,bamb1270,repl_five,no,repl_five-no,
colex-ulum1237,ulum1237,colex,unknown,colex-unknown,
repl_hand-ulum1237,ulum1237,repl_hand,unknown,repl_hand-unknown,
repl_five-ulum1237,ulum1237,repl_five,no,repl_five-no,
colex-pann1239,pann1239,colex,unknown,colex-unknown,
repl_hand-pann1239,pann1239,repl_hand,unknown,repl_hand-unknown,
repl_five-pann1239,pann1239,repl_five,unknown,repl_five-unknown,
colex-mand1442,mand1442,colex,unknown,colex-unknown,
repl_hand-mand1442,mand1442,repl_hand,unknown,repl_hand-unknown,
repl_five-mand1442,mand1442,repl_five,no,repl_five-no,
colex-duri1242,duri1242,colex,unknown,colex-unknown,
repl_hand-duri1242,duri1242,repl_hand,unknown,repl_hand-unknown,
repl_five-duri1242,duri1242,repl_five,no,repl_five-no,
colex-enre1239,enre1239,colex,unknown,colex-unknown,
repl_hand-enre1239,enre1239,repl_hand,unknown,repl_hand-unknown,
repl_five-enre1239,enre1239,repl_five,no,repl_five-no,
colex-maiw1250,maiw1250,colex,unknown,colex-unknown,
repl_hand-maiw1250,maiw1250,repl_hand,unknown,repl_hand-unknown,
repl_five-maiw1250,maiw1250,repl_five,unknown,repl_five-unknown,
colex-mali1283,mali1283,colex,unknown,colex-unknown,
repl_hand-mali1283,mali1283,repl_hand,unknown,repl_hand-unknown,
repl_five-mali1283,mali1283,repl_five,unknown,repl_five-unknown,
colex-bugi1244,bugi1244,colex,full colexification,colex-fullcolexification,
repl_hand-bugi1244,bugi1244,repl_hand,no,repl_hand-no,
repl_five-bugi1244,bugi1244,repl_five,no,repl_five-no,
colex-camp1262,camp1262,colex,unknown,colex-unknown,
repl_hand-camp1262,camp1262,repl_hand,unknown,repl_hand-unknown,
repl_five-camp1262,camp1262,repl_five,no,repl_five-no,
colex-emba1238,emba1238,colex,lexically distinct,colex-lexicallydistinct,
dist-emba1238,emba1238,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-emba1238,emba1238,repl_hand,yes,repl_hand-yes,
repl_five-emba1238,emba1238,repl_five,no,repl_five-no,
hand_replacement-emba1238,emba1238,hand_replacement,"PMP *taŋan ‘finger, toe’",hand_replacement-partofthearm,
colex-tama1335,tama1335,colex,unknown,colex-unknown,
repl_hand-tama1335,tama1335,repl_hand,unknown,repl_hand-unknown,
repl_five-tama1335,tama1335,repl_five,no,repl_five-no,
colex-coas1295,coas1295,colex,unknown,colex-unknown,
repl_hand-coas1295,coas1295,repl_hand,unknown,repl_hand-unknown,
repl_five-coas1295,coas1295,repl_five,no,repl_five-no,
colex-high1275,high1275,colex,unknown,colex-unknown,
repl_hand-high1275,high1275,repl_hand,unknown,repl_hand-unknown,
repl_five-high1275,high1275,repl_five,unknown,repl_five-unknown,
colex-bent1237,bent1237,colex,unknown,colex-unknown,
repl_hand-bent1237,bent1237,repl_hand,unknown,repl_hand-unknown,
repl_five-bent1237,bent1237,repl_five,unknown,repl_five-unknown,
colex-maka1311,maka1311,colex,full colexification,colex-fullcolexification,
repl_hand-maka1311,maka1311,repl_hand,no,repl_hand-no,
repl_five-maka1311,maka1311,repl_five,no,repl_five-no,
colex-sela1260,sela1260,colex,unknown,colex-unknown,
repl_hand-sela1260,sela1260,repl_hand,unknown,repl_hand-unknown,
repl_five-sela1260,sela1260,repl_five,no,repl_five-no,
colex-basa1286,basa1286,colex,unknown,colex-unknown,
repl_hand-basa1286,basa1286,repl_hand,unknown,repl_hand-unknown,
repl_five-basa1286,basa1286,repl_five,no,repl_five-no,
colex-inab1237,inab1237,colex,lexically distinct,colex-lexicallydistinct,
dist-inab1237,inab1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-inab1237,inab1237,repl_hand,yes,repl_hand-yes,
repl_five-inab1237,inab1237,repl_five,no,repl_five-no,
hand_replacement-inab1237,inab1237,hand_replacement,"PMP *kapak ‘beat the wings, flap the wings; sound of flapping’ ?",hand_replacement-wing,
colex-indo1317,indo1317,colex,lexically distinct,colex-lexicallydistinct,
dist-indo1317,indo1317,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-indo1317,indo1317,repl_hand,yes,repl_hand-yes,
repl_five-indo1317,indo1317,repl_five,no,repl_five-no,
hand_replacement-indo1317,indo1317,hand_replacement,"PMP *taŋan ‘finger, toe’",hand_replacement-partofthearm,
colex-mapu1244,mapu1244,colex,lexically distinct,colex-lexicallydistinct,
dist-mapu1244,mapu1244,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-mapu1244,mapu1244,repl_hand,yes,repl_hand-yes,
repl_five-mapu1244,mapu1244,repl_five,no,repl_five-no,
hand_replacement-mapu1244,mapu1244,hand_replacement,"PMP *taŋan ‘finger, toe’",hand_replacement-partofthearm,
colex-west2560,west2560,colex,unknown,colex-unknown,
repl_hand-west2560,west2560,repl_hand,unknown,repl_hand-unknown,
repl_five-west2560,west2560,repl_five,no,repl_five-no,
colex-bala1311,bala1311,colex,unknown,colex-unknown,
repl_hand-bala1311,bala1311,repl_hand,unknown,repl_hand-unknown,
repl_five-bala1311,bala1311,repl_five,no,repl_five-no,
colex-cent2092,cent2092,colex,lexically distinct,colex-lexicallydistinct,
dist-cent2092,cent2092,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-cent2092,cent2092,repl_hand,yes,repl_hand-yes,
repl_five-cent2092,cent2092,repl_five,no,repl_five-no,
hand_replacement-cent2092,cent2092,hand_replacement,"PMP *taŋan ‘finger, toe’",hand_replacement-partofthearm,
colex-sout2918,sout2918,colex,lexically distinct,colex-lexicallydistinct,
dist-sout2918,sout2918,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-sout2918,sout2918,repl_hand,yes,repl_hand-yes,
repl_five-sout2918,sout2918,repl_five,no,repl_five-no,
hand_replacement-sout2918,sout2918,hand_replacement,"PMP *taŋan ‘finger, toe’",hand_replacement-partofthearm,
colex-pang1291,pang1291,colex,lexically distinct,colex-lexicallydistinct,
dist-pang1291,pang1291,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-pang1291,pang1291,repl_hand,yes,repl_hand-yes,
repl_five-pang1291,pang1291,repl_five,no,repl_five-no,
hand_replacement-pang1291,pang1291,hand_replacement,"PMP *taŋan ‘finger, toe’",hand_replacement-partofthearm,
colex-yaka1277,yaka1277,colex,lexically distinct,colex-lexicallydistinct,
dist-yaka1277,yaka1277,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-yaka1277,yaka1277,repl_hand,yes,repl_hand-yes,
repl_five-yaka1277,yaka1277,repl_five,no,repl_five-no,
hand_replacement-yaka1277,yaka1277,hand_replacement,"PMP *taŋan ‘finger, toe’",hand_replacement-partofthearm,
colex-ampa1239,ampa1239,colex,unknown,colex-unknown,
repl_hand-ampa1239,ampa1239,repl_hand,unknown,repl_hand-unknown,
repl_five-ampa1239,ampa1239,repl_five,no,repl_five-no,
colex-tunj1244,tunj1244,colex,lexically distinct,colex-lexicallydistinct,
dist-tunj1244,tunj1244,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-tunj1244,tunj1244,repl_hand,yes,repl_hand-yes,
repl_five-tunj1244,tunj1244,repl_five,no,repl_five-no,
hand_replacement-tunj1244,tunj1244,hand_replacement,"PMP *taŋan ‘finger, toe’",hand_replacement-partofthearm,
colex-dusu1269,dusu1269,colex,unknown,colex-unknown,
repl_hand-dusu1269,dusu1269,repl_hand,unknown,repl_hand-unknown,
repl_five-dusu1269,dusu1269,repl_five,no,repl_five-no,
colex-lawa1257,lawa1257,colex,lexically distinct,colex-lexicallydistinct,
dist-lawa1257,lawa1257,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-lawa1257,lawa1257,repl_hand,yes,repl_hand-yes,
repl_five-lawa1257,lawa1257,repl_five,no,repl_five-no,
hand_replacement-lawa1257,lawa1257,hand_replacement,unclear,hand_replacement-unclear,
colex-tawo1243,tawo1243,colex,unknown,colex-unknown,
repl_hand-tawo1243,tawo1243,repl_hand,unknown,repl_hand-unknown,
repl_five-tawo1243,tawo1243,repl_five,no,repl_five-no,
colex-dusu1271,dusu1271,colex,unknown,colex-unknown,
repl_hand-dusu1271,dusu1271,repl_hand,unknown,repl_hand-unknown,
repl_five-dusu1271,dusu1271,repl_five,no,repl_five-no,
colex-kohi1250,kohi1250,colex,unknown,colex-unknown,
repl_hand-kohi1250,kohi1250,repl_hand,unknown,repl_hand-unknown,
repl_five-kohi1250,kohi1250,repl_five,no,repl_five-no,
colex-otda1235,otda1235,colex,lexically distinct,colex-lexicallydistinct,
dist-otda1235,otda1235,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-otda1235,otda1235,repl_hand,yes,repl_hand-yes,
repl_five-otda1235,otda1235,repl_five,no,repl_five-no,
hand_replacement-otda1235,otda1235,hand_replacement,"PMP *leŋen ‘forearm, lower arm’ ?",hand_replacement-partofthearm,
colex-sian1254,sian1254,colex,unknown,colex-unknown,
repl_hand-sian1254,sian1254,repl_hand,unknown,repl_hand-unknown,
repl_five-sian1254,sian1254,repl_five,no,repl_five-no,
colex-baku1263,baku1263,colex,unknown,colex-unknown,
repl_hand-baku1263,baku1263,repl_hand,unknown,repl_hand-unknown,
repl_five-baku1263,baku1263,repl_five,no,repl_five-no,
colex-ngaj1237,ngaj1237,colex,lexically distinct,colex-lexicallydistinct,
dist-ngaj1237,ngaj1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-ngaj1237,ngaj1237,repl_hand,yes,repl_hand-yes,
repl_five-ngaj1237,ngaj1237,repl_five,no,repl_five-no,
hand_replacement-ngaj1237,ngaj1237,hand_replacement,"PMP *leŋen ‘forearm, lower arm’ ?",hand_replacement-partofthearm,
colex-dusu1267,dusu1267,colex,unknown,colex-unknown,
repl_hand-dusu1267,dusu1267,repl_hand,unknown,repl_hand-unknown,
repl_five-dusu1267,dusu1267,repl_five,no,repl_five-no,
colex-maan1238,maan1238,colex,lexically distinct,colex-lexicallydistinct,
dist-maan1238,maan1238,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-maan1238,maan1238,repl_hand,yes,repl_hand-yes,
repl_five-maan1238,maan1238,repl_five,no,repl_five-no,
hand_replacement-maan1238,maan1238,hand_replacement,"PMP *taŋan ‘finger, toe’",hand_replacement-partofthearm,
colex-paku1239,paku1239,colex,unknown,colex-unknown,
repl_hand-paku1239,paku1239,repl_hand,unknown,repl_hand-unknown,
repl_five-paku1239,paku1239,repl_five,no,repl_five-no,
colex-plat1254,plat1254,colex,lexically distinct,colex-lexicallydistinct,
dist-plat1254,plat1254,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-plat1254,plat1254,repl_hand,yes,repl_hand-yes,
repl_five-plat1254,plat1254,repl_five,no,repl_five-no,
hand_replacement-plat1254,plat1254,hand_replacement,"PMP *taŋan ‘finger, toe’",hand_replacement-partofthearm,
